% Model:              Liquid-sperm.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jan 19 2024, 12:31
% Dimension:          2
% Nodes:              1154
% Expressions:        2
% Description:        Velocity field, x-component, Velocity field, y-component
% Length unit:        m
% x                       y                        u (m/s)                  v (m/s)
-1.259919760514523E-4     6.536048180211022E-5     0.06090841908400949      -0.0015696148980974955
-1.1951642107767063E-4    6.628551119538948E-5     0.0538136714681846       -0.001112088920745706
-1.3030208072481862E-4    6.025117896638133E-5     0.09068700012546906      -0.003949100438150514
-1.365580872462685E-4     5.454846169276196E-5     0.12152431918261598      -0.008872991677060155
-1.4576785792596631E-4    -4.7489014266078274E-5   0.15125803017188041      0.01741012850579649
-1.4027563003357464E-4    -5.4680213762822315E-5   0.12329218436316947      0.010058390343895577
-1.3630173647134826E-4    -6.117590463625186E-5    0.08940524160405446      0.004838832782851742
-1.3018479893082562E-4    -6.236996694492844E-5    0.07973053370667098      0.0033473881732787878
-1.2708608147818414E-4    -6.667814545361175E-5    0.053739457385054014     0.001344419947605325
-1.2572439737073106E-4    -6.96336954396755E-5     0.035231508847580355     5.370911950905373E-4
-1.1999999999999996E-4    -7.171674254147727E-5    0.021258198643176657     1.6421437773286906E-4
-1.1884503694501171E-4    -6.97537382514462E-5     0.033293285239887026     4.1488991762386496E-4
-1.1333333333333333E-4    -7.171714483930323E-5    0.020629070338746686     1.5248878606513014E-4
-1.4499074006465195E-4    -3.5259075388104114E-5   0.16941460620285928      0.01984838739122913
-1.46782211552303E-4      -2.0012013723718963E-5   0.1718331072783388       0.014662601750773033
-1.4704082308354536E-4    -6.818965969129726E-6    0.16907662252026825      0.005188007148389248
-1.471490562847931E-4     6.035816969249523E-6     0.16892417418253178      -0.004742194704502826
-1.408807752471644E-4     4.381639461336174E-5     0.1579044627919004       -0.016443621883147772
-1.4712638888610144E-4    1.838162582360393E-5     0.17137432839784753      -0.013718233543195858
-1.4648123171634596E-4    3.16777995323497E-5      0.17150055294220737      -0.019599348995296032
-1.0896301348020891E-4    6.909774970842112E-5     0.03581794499045631      -3.2208175482729284E-4
-1.0666666666666667E-4    7.165255688225218E-5     0.020527338462534364     -1.0182904540521308E-4
-1.0287535844656492E-4    6.899932982305207E-5     0.035689227264287145     -3.134126895950863E-4
-1.0000000000000002E-4    7.165692218309294E-5     0.020128091981947035     -9.634708153120384E-5
-1.1299357492558154E-4    6.647017387571572E-5     0.05143507616611164      -7.730590686365414E-4
-1.2300862011312456E-4    6.064299435280149E-5     0.08558621782288517      -0.003101715721856864
-1.1675407416878625E-4    6.206657806278357E-5     0.07615910342112372      -0.00208901173565473
-1.2674053738999096E-4    5.349686205383234E-5     0.1201713252252729       -0.0067099165379938515
-1.3095058016842877E-4    4.43049387415854E-5      0.1529794723052942       -0.01231882965548966
-1.3625849405946632E-4    -4.3605167120867655E-5   0.15673202303622877      0.014828210030502106
-1.30025086557623E-4      -5.450281793114264E-5    0.11793830072610004      0.007380255400484073
-1.238234318729671E-4     -6.096389627571058E-5    0.08434352922478332      0.0030857989616223506
-1.1986754080946983E-4    -6.647168289249694E-5    0.05297124097741712      0.001092391452690583
-1.1237437083351062E-4    -6.954992593981619E-5    0.03358806860926447      3.8331006432968046E-4
-1.0666666666666667E-4    -7.171855610334323E-5    0.020115879190284222     1.0130409850305996E-4
-1.138019764568468E-4     -6.653335151751542E-5    0.05128380434148496      9.154799798363574E-4
-1.355097146253983E-4     -2.7153992660213403E-5   0.17622935980803586      0.015281574460013351
-1.276851482482003E-4     -3.3334264809239074E-5   0.17101612124278184      0.01349724976675531
-1.3643536439583725E-4    -1.328066280935442E-5    0.17742517478445466      0.008898489068790962
-1.3688404936654269E-4    -3.560976454558936E-7    0.17624653446033803      1.2903899404649564E-4
-1.3668372118600097E-4    1.2513286407931805E-5    0.1771533430579891       -0.008676663997973096
-1.3610664500379095E-4    3.224378827753137E-5     0.17261058044004662      -0.01614932004335134
-1.3849293818201747E-4    2.2580907106215304E-5    0.1759063500446234       -0.014017716741546648
-9.433798396356806E-5     6.917635800902632E-5     0.03394415814459816      -2.238972889530258E-4
-9.333333333333336E-5     7.166355451743907E-5     0.01975590670213696      -7.496190420792897E-5
-1.0681916681906383E-4    6.575686430937795E-5     0.05426596932325555      -7.977371477710174E-4
-9.954130822412159E-5     6.560192094607154E-5     0.05399505367767637      -6.738107759102218E-4
-1.2607912515374422E-4    3.309023918963914E-5     0.171809358270086        -0.012403352519635997
-1.1074986110222003E-4    6.053647175825329E-5     0.08224986126063322      -0.00194538745176478
-1.171283907042646E-4     5.449486190613067E-5     0.11235134620954391      -0.004665879287334308
-1.2161266286521851E-4    4.326421905638323E-5     0.1525052820632166       -0.009754634342792954
-1.2419966523468358E-4    -4.4513167660831255E-5   0.14964059084507506      0.009919131418239233
-1.0574749258661309E-4    -6.95456633455809E-5     0.03285926388633454      2.6239492976115353E-4
-9.999999999999996E-5     -7.171560698647734E-5    0.019794479243491307     7.423493313926377E-5
-1.1913184930049545E-4    -5.421140911658636E-5    0.11412159791112005      0.005046758271117418
-1.160402140414863E-4     -6.085367677216987E-5    0.0822833969207879       0.0024484405954713177
-1.0686467863311494E-4    -6.661368153588126E-5    0.049599173426378755     6.63834174759756E-4
-1.099455547113783E-4     -6.207856419608346E-5    0.07440266792654648      0.0017313945955283472
-9.906639209772949E-5     -6.942713780357965E-5    0.03298193722535442      2.1447912567815978E-4
-9.333333333333332E-5     -7.170992237819971E-5    0.01951616313065582      7.818943401975818E-5
-1.2527522972357737E-4    -1.967947843942527E-5    0.18250861192692383      0.010340056556024184
-1.1824703537068718E-4    -3.096351424743249E-5    0.17478114503583386      0.010891945891353257
-1.2626351636498982E-4    -6.748404650314798E-6    0.18331576131492197      0.004036588815106633
-1.1756263968103794E-4    -1.170236480897276E-5    0.18724191590441502      0.0058680231373218926
-1.262271831608834E-4     6.96886620405733E-6      0.18327469208548197      -0.0041858575823062105
-1.2609092445697962E-4    2.1563521579834532E-5    0.1812181284476924       -0.011153179502155162
-8.751102629173947E-5     6.924226985974344E-5     0.033169930560177675     -1.5026698198905087E-4
-8.666666666666667E-5     7.166761658726324E-5     0.01950205879171498      -5.282892535463073E-5
-8.101998954330417E-5     6.949194340575746E-5     0.031477965469613976     -1.348410417515563E-4
-7.999999999999999E-5     7.167447694666268E-5     0.01926736855491149      -5.105508627150481E-5
-9.317938430867867E-5     6.593465718566362E-5     0.051484853187281514     -4.768656082064882E-4
-1.0330975819949175E-4    6.088495133657973E-5     0.0788318191174706       -0.00163355972331133
-9.668408275649962E-5     6.108373820272984E-5     0.07654967999259919      -0.001309892668939333
-1.1674114925886369E-4    3.219414943466991E-5     0.1731988617879685       -0.010323103290723919
-1.0741950121191814E-4    5.316482561380665E-5     0.11436606663159839      -0.0038626102306469124
-1.1252286063201452E-4    4.3546939255941245E-5    0.1491184456907687       -0.007382463968759482
-1.1392613445321998E-4    -4.4421385775554094E-5   0.1469150615560071       0.007618632250835623
-1.0025471015788877E-4    -6.615051276426418E-5    0.051258961206482885     5.61220170167471E-4
-1.0967093109776035E-4    -5.486315663462651E-5    0.10833356110629469      0.0037535189552229957
-1.0346696217651857E-4    -6.140365846724794E-5    0.07637488275950306      0.001429533153908785
-9.162733022376017E-5     -6.923984625251714E-5    0.03341252212995894      2.3198377033454288E-4
-8.666666666666661E-5     -7.170306624015938E-5    0.0192800928724988       6.271624946655722E-5
-9.416324041687043E-5     -6.550799998795245E-5    0.053857408188517565     6.324365105615663E-4
-1.1363595962313522E-4    -2.0084820404831146E-5   0.18546307412554405      0.007933354011474202
-1.0905327153842738E-4    -3.114796218719853E-5    0.17453413430393946      0.008504661236113193
-1.0857128721853264E-4    -1.026134757828187E-5    0.19129040276474815      0.004235105742423851
-1.150955984664196E-4     -3.714013924001797E-7    0.18962364336189433      2.9304346370210465E-4
-1.157653041432704E-4     1.2468843370281377E-5    0.18762412657811123      -0.005798942136697066
-1.1452868510393112E-4    2.2470359369229955E-5    0.18315473729866336      -0.008465754287781247
-7.434390176840668E-5     6.939463822039638E-5     0.03169877441883675      -1.1911950338396256E-4
-7.333333333333333E-5     7.168356802055587E-5     0.01903494116862673      -4.121684194723872E-5
-8.650904123126327E-5     6.573205311000713E-5     0.05193363653402513      -3.952058209977191E-4
-7.96936795112999E-5      6.636939897219591E-5     0.04810826591888156      -3.1005077750286583E-4
-9.032831470965212E-5     6.048491904738592E-5     0.07852400424210439      -9.940660256118063E-4
-9.750544817626678E-5     5.385618216193519E-5     0.10934672720087014      -0.0026526994735421435
-1.0711254640129491E-4    3.091901089266596E-5     0.17504391207785777      -0.007994086470279322
-1.0292928504941535E-4    4.3051903594100746E-5    0.14834604411062127      -0.005792911305248936
-1.043137641486358E-4     -4.4960718825243954E-5   0.14303800114449527      0.005687446374754984
-8.44617259712968E-5      -6.926105963246112E-5    0.03285865057935645      1.673734773551678E-4
-7.999999999999997E-5     -7.16967412252029E-5     0.01909664862829056      5.390491776637446E-5
-9.624298283618058E-5     -6.0329092123026836E-5   0.08018917644944455      0.0014414206088053383
-9.967058166094025E-5     -5.357692066716885E-5    0.11084934069712978      0.002977397800196314
-8.733149200051981E-5     -6.550421854101497E-5    0.05310836670136082      4.5945706797491246E-4
-9.027824487383127E-5     -6.117868187826382E-5    0.07514929859838868      0.001091123125274645
-7.916807954886397E-5     -6.93776001231818E-5     0.03194748473783363      1.44628352516568E-4
-7.33333333333333E-5      -7.169993364836269E-5    0.018886298880056267     4.738449427223746E-5
-1.0404048418113767E-4    -1.963475747381902E-5    0.18794836729802814      0.006259837410570373
-9.95573569127376E-5      -3.1057095534073204E-5   0.17451453952413595      0.006454422809091386
-9.974890624937804E-5     -1.0167923642408611E-5   0.1941346997787691       0.003388018730195044
-1.0412851434453756E-4    -8.118581683007395E-7    0.19425129009470257      3.90481732063442E-4
-1.0716684951775024E-4    7.562327327739752E-6     0.19229033880383142      -0.002870770740871188
-9.617236889092809E-5     -1.8260826681184237E-6   0.1968320188533043       6.22993614534929E-4
-1.0462935116029086E-4    1.82301256321883E-5      0.18863168611751727      -0.005913919994876637
-6.767399680756496E-5     6.932332129707919E-5     0.031820528993622914     -1.0159380260120692E-4
-6.666666666666671E-5     7.169007074336464E-5     0.018847868396299667     -3.857331896718007E-5
-6.09176883953937E-5      6.953232950161601E-5     0.030483439018553733     -9.16704356452255E-5
-6.000000000000002E-5     7.169308989932017E-5     0.018693650140153777     -3.577690590127058E-5
-7.280784978522821E-5     6.619829216268297E-5     0.04853586146071747      -2.830508246126845E-4
-8.322376635264699E-5     6.105220409369359E-5     0.07499402663715925      -8.283684194467243E-4
-7.661163100991834E-5     6.156577472174904E-5     0.07181645053966373      -7.30141839737835E-4
-8.686254122379757E-5     5.3172507729957536E-5    0.1100246798135983       -0.0020717050335531625
-9.25772237153094E-5      4.210025839482612E-5     0.14928044254747272      -0.004588054792100407
-9.732894271467142E-5     2.923066633059029E-5     0.1779381169280623       -0.006362320199918891
-9.461484886975376E-5     -4.392097587949345E-5    0.14409823727868246      0.004564019575661146
-8.00032002432062E-5      -6.633560221949378E-5    0.0482176504075508       3.3535343786621127E-4
-8.991565187483948E-5     -5.392893078897111E-5    0.1075396737229036       0.0022478639726391456
-8.39753626447128E-5      -6.032461627762777E-5    0.07836514011356967      9.468256612545498E-4
-7.242111585239889E-5     -6.955519554875122E-5    0.030669732116712475     1.1696142073280387E-4
-6.666666666666666E-5     -7.170976961860372E-5    0.018680040300584903     2.5755700520777382E-5
-7.382792555073033E-5     -6.658294431424746E-5    0.04651299958259605      2.948539628061121E-4
-9.407532465798555E-5     -1.8750639312831185E-5   0.19041905756978236      0.004707212220403339
-8.939725601673239E-5     -3.123799294424878E-5    0.174073353935463        0.005019811584233068
-8.888036566174923E-5     -7.632873891116649E-6    0.19800909528649563      0.001989244170560374
-9.73842576586633E-5      7.850730744181541E-6     0.1955983897410611       -0.0024186085232129413
-9.009952062468012E-5     1.9602833971502085E-6    0.19864349404697196      -5.760706371320402E-4
-9.332918579817864E-5     1.9337979953648682E-5    0.18979781717373137      -0.0046449788587838775
-5.430056553258297E-5     6.941545236084872E-5     0.03093574252479798      -4.85012770356223E-5
-5.333333333333332E-5     7.168743294148017E-5     0.01862231960787323      -1.3833010431530812E-5
-6.661475542596117E-5     6.577323318156437E-5     0.05032944057588453      -2.6278550960838167E-4
-5.959078523013335E-5     6.602618632704606E-5     0.04872374369071994      -2.1525168874934604E-4
-7.066660515147704E-5     6.037971898229752E-5     0.07681475254452667      -6.718000247083032E-4
-7.727600516549472E-5     5.326825756145491E-5     0.10837833901975805      -0.0016241074748381613
-8.366467151168376E-5     4.104991503406203E-5     0.1510163787853095       -0.00363762767787715
-8.924941519289735E-5     2.9236205474527786E-5    0.17790868980037808      -0.004997625882760154
-4.892643658955969E-5     6.925065120524744E-5     0.03171252374426841      -4.9151808003446836E-5
-4.666666666666667E-5     7.167038184240681E-5     0.018661204748942405     -2.0295827730287003E-5
