x;y;z;Shear rate
-0.0014053923389559192;-4.239247522618346E-7;5.0E-5;5.242789866549497
-0.001407269275111954;-3.911192112363058E-15;5.0E-5;5.710501275992978
-0.001401386592397637;-1.45659363945918E-5;5.000000000000001E-5;4.127587234914088
-0.001414681342927175;-1.998497042974888E-6;5.0E-5;5.760156488801468
-0.001414851108221429;-3.935097885314115E-15;5.0E-5;6.762101690737386
-0.0014125930177247255;-1.2147573949161722E-5;5.0E-5;4.835834711933264
-0.0014160837819167443;-1.4696135999806416E-6;4.9999999999999996E-5;7.570754576460608
-0.0014175237902217227;-3.943524940901707E-15;4.9999999999999996E-5;7.180139142544562
-0.0014337377668834296;-4.2906452974544174E-6;5.000000000000001E-5;8.293139826175574
-0.0014379015925772248;-4.007776832142016E-15;5.0E-5;10.14080278234737
-0.0014291890681860631;-3.980305951826097E-15;4.9999999999999996E-5;7.34988339588168
-0.0014262624731203799;-1.4245342389239016E-5;5.000000000000001E-5;7.163644909331772
-0.0014259437859466134;-1.3129613300279313E-5;5.000000000000001E-5;6.7292276626330745
-0.001425232172668925;-3.967829728140093E-15;5.0E-5;6.860177856377616
-0.0014257644092440127;-1.4372827800022779E-5;5.0E-5;7.526689619157197
-0.0012503363947064514;-2.499999999989281E-4;4.9999999999999996E-5;15.588711894902303
-0.0012472138150225768;-2.3164997686292213E-4;5.0E-5;12.97254089026272
-0.0012594702100654333;-2.4999999999890035E-4;4.9999999999999996E-5;15.789660896204241
-0.0012589446574698677;-2.3718380353913516E-4;5.0E-5;15.251103108065053
-0.0014756543092212706;-4.126812408281284E-15;5.0E-5;18.50958318373061
-0.0014755716986568587;-4.126551934413332E-15;5.0E-5;16.0480308182076
-0.0014756173016806885;-9.834211484788194E-8;5.0E-5;16.681633401463404
-0.001474398766551373;-4.122853640320615E-15;4.9999999999999996E-5;16.23223618192829
-0.001475812699366394;-4.127311817697494E-15;4.9999999999999996E-5;19.22023568147304
-0.0014757001369427529;-6.916932090165369E-8;5.0E-5;19.02701078363412
-0.0014431078794598325;-4.024192428520435E-15;5.0E-5;10.062614199187921
-0.0014404952595214592;-7.058235885241997E-6;5.0E-5;10.515151510003975
-0.0014393602908835408;-1.2705064854253278E-5;5.0E-5;8.915027582422073
-0.0014543634130686175;-1.0793356708174701E-5;5.0E-5;10.520405401217587
-0.00145519532671258;-1.1236583031042741E-5;5.0E-5;11.432425981241593
-0.001450214674464721;-4.046600390466241E-15;5.000000000000001E-5;11.81395919272109
-0.0014563720116351846;-9.374244238586431E-6;5.0E-5;13.053160464281504
-0.0014597880975948567;-4.076785713251494E-15;5.0E-5;12.607870955903685
-0.001461428109675298;-4.081956726101016E-15;5.0E-5;14.132560774782773
-0.0014550239693781664;-1.1571138445864707E-5;5.0E-5;11.099262518394298
-0.0014553613084435776;-1.1494740078256549E-5;5.0E-5;12.488125989536124
-0.001462906875411823;-3.029769484247047E-6;5.0E-5;15.075392500884652
-0.0014702738737635032;-1.1692384193133317E-5;5.0E-5;16.593893508096247
-0.0012686040254244154;-2.4999999999887265E-4;4.9999999999999996E-5;15.790051504544731
-0.0014833312497782622;-1.4319034968470463E-5;5.000000000000001E-5;19.314113830500975
-0.0014913678113163413;-4.176357605059789E-15;5.0E-5;20.484116976375088
-0.0014770174458254041;-2.8157758055689686E-6;5.0E-5;17.476170001884466
-0.001482871692533194;-1.4886812699781483E-5;5.0E-5;18.63292146204508
-0.0014839891413168647;-1.4920722594238623E-5;5.0E-5;20.611610645824808
-0.0014936665725304964;-9.535145528403118E-6;5.0E-5;22.333009939174772
-0.0015037233800139402;-4.2153151257149006E-15;5.0000000000000456E-5;22.895499128985204
-0.0014977819308850363;-1.3269728759883041E-5;5.000000000000001E-5;23.280410991729394
-0.0015037233800144034;-1.099146227425527E-5;5.000000000000001E-5;19.836386746433746
-0.0015037233800149184;-2.3212307968598086E-5;5.0E-5;21.43116528715845
-0.00150215073807293;-2.1648214102725536E-5;5.000000000000001E-5;22.135799847960943
-0.0015028924505161839;-2.3371084011782554E-5;5.0E-5;21.34993346785021
-0.0015037233800148698;-2.20566065948377E-5;5.0E-5;21.52115682484054
-0.0014948468422708728;-1.6087934245887E-5;5.0E-5;21.504192172308645
-0.0012777378407833973;-2.4999999999884495E-4;4.9999999999999996E-5;15.570278699336866
-0.0012707952240665291;-2.3293091338858458E-4;5.0E-5;14.52155836632113
